;path;path_without;group;xmin;ymin;xmax;ymax;category_codes
1073;.\data\deep_pcb_tangsali5201\group90100/90100/90100004_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100004_temp.jpg;group90100;377;423;445;466;4
1074;.\data\deep_pcb_tangsali5201\group90100/90100/90100004_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100004_temp.jpg;group90100;443;395;485;439;2
1075;.\data\deep_pcb_tangsali5201\group90100/90100/90100004_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100004_temp.jpg;group90100;547;420;606;450;2
1076;.\data\deep_pcb_tangsali5201\group90100/90100/90100004_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100004_temp.jpg;group90100;291;5;336;46;5
1077;.\data\deep_pcb_tangsali5201\group90100/90100/90100004_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100004_temp.jpg;group90100;41;65;89;115;6
1078;.\data\deep_pcb_tangsali5201\group90100/90100/90100004_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100004_temp.jpg;group90100;559;16;587;57;7
1079;.\data\deep_pcb_tangsali5201\group90100/90100/90100005_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100005_temp.jpg;group90100;530;161;584;301;3
1080;.\data\deep_pcb_tangsali5201\group90100/90100/90100005_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100005_temp.jpg;group90100;410;125;443;174;2
1081;.\data\deep_pcb_tangsali5201\group90100/90100/90100005_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100005_temp.jpg;group90100;400;266;443;329;2
1082;.\data\deep_pcb_tangsali5201\group90100/90100/90100005_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100005_temp.jpg;group90100;491;537;529;585;2
1083;.\data\deep_pcb_tangsali5201\group90100/90100/90100005_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100005_temp.jpg;group90100;600;138;637;194;5
1084;.\data\deep_pcb_tangsali5201\group90100/90100/90100005_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100005_temp.jpg;group90100;581;522;639;571;5
1085;.\data\deep_pcb_tangsali5201\group90100/90100/90100005_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100005_temp.jpg;group90100;218;315;272;406;6
1086;.\data\deep_pcb_tangsali5201\group90100/90100/90100005_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100005_temp.jpg;group90100;401;572;438;633;7
1087;.\data\deep_pcb_tangsali5201\group90100/90100/90100006_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100006_temp.jpg;group90100;554;248;579;355;3
1088;.\data\deep_pcb_tangsali5201\group90100/90100/90100006_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100006_temp.jpg;group90100;355;255;417;306;5
1089;.\data\deep_pcb_tangsali5201\group90100/90100/90100006_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100006_temp.jpg;group90100;431;51;465;115;2
1090;.\data\deep_pcb_tangsali5201\group90100/90100/90100006_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100006_temp.jpg;group90100;244;453;307;516;2
1091;.\data\deep_pcb_tangsali5201\group90100/90100/90100006_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100006_temp.jpg;group90100;199;116;256;197;6
1092;.\data\deep_pcb_tangsali5201\group90100/90100/90100006_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100006_temp.jpg;group90100;537;17;606;52;7
1093;.\data\deep_pcb_tangsali5201\group90100/90100/90100008_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100008_temp.jpg;group90100;134;380;205;461;3
1094;.\data\deep_pcb_tangsali5201\group90100/90100/90100008_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100008_temp.jpg;group90100;424;364;460;407;3
1095;.\data\deep_pcb_tangsali5201\group90100/90100/90100008_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100008_temp.jpg;group90100;447;553;491;587;3
1096;.\data\deep_pcb_tangsali5201\group90100/90100/90100008_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100008_temp.jpg;group90100;515;535;547;569;3
1097;.\data\deep_pcb_tangsali5201\group90100/90100/90100008_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100008_temp.jpg;group90100;539;379;586;426;4
1098;.\data\deep_pcb_tangsali5201\group90100/90100/90100008_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100008_temp.jpg;group90100;147;308;214;385;4
1099;.\data\deep_pcb_tangsali5201\group90100/90100/90100008_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100008_temp.jpg;group90100;287;328;339;373;2
1100;.\data\deep_pcb_tangsali5201\group90100/90100/90100008_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100008_temp.jpg;group90100;39;505;92;555;2
1101;.\data\deep_pcb_tangsali5201\group90100/90100/90100008_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100008_temp.jpg;group90100;565;358;606;386;2
1102;.\data\deep_pcb_tangsali5201\group90100/90100/90100008_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100008_temp.jpg;group90100;288;431;325;475;5
1103;.\data\deep_pcb_tangsali5201\group90100/90100/90100009_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100009_temp.jpg;group90100;365;9;403;49;3
1104;.\data\deep_pcb_tangsali5201\group90100/90100/90100009_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100009_temp.jpg;group90100;380;0;425;31;3
1105;.\data\deep_pcb_tangsali5201\group90100/90100/90100009_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100009_temp.jpg;group90100;447;257;496;306;3
1106;.\data\deep_pcb_tangsali5201\group90100/90100/90100009_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100009_temp.jpg;group90100;571;264;606;289;3
1107;.\data\deep_pcb_tangsali5201\group90100/90100/90100009_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100009_temp.jpg;group90100;602;268;635;298;4
1108;.\data\deep_pcb_tangsali5201\group90100/90100/90100009_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100009_temp.jpg;group90100;542;105;569;162;4
1109;.\data\deep_pcb_tangsali5201\group90100/90100/90100009_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100009_temp.jpg;group90100;471;373;496;438;4
1110;.\data\deep_pcb_tangsali5201\group90100/90100/90100009_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100009_temp.jpg;group90100;415;486;447;523;2
1111;.\data\deep_pcb_tangsali5201\group90100/90100/90100009_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100009_temp.jpg;group90100;271;285;304;327;5
1112;.\data\deep_pcb_tangsali5201\group90100/90100/90100009_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100009_temp.jpg;group90100;160;298;193;334;7
1113;.\data\deep_pcb_tangsali5201\group90100/90100/90100009_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100009_temp.jpg;group90100;33;300;67;347;6
1114;.\data\deep_pcb_tangsali5201\group90100/90100/90100009_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100009_temp.jpg;group90100;539;613;580;639;4
1115;.\data\deep_pcb_tangsali5201\group90100/90100/90100009_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100009_temp.jpg;group90100;355;432;385;475;3
1116;.\data\deep_pcb_tangsali5201\group90100/90100/90100010_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100010_temp.jpg;group90100;266;451;323;497;3
1117;.\data\deep_pcb_tangsali5201\group90100/90100/90100010_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100010_temp.jpg;group90100;323;379;409;449;3
1118;.\data\deep_pcb_tangsali5201\group90100/90100/90100010_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100010_temp.jpg;group90100;76;481;121;529;4
1119;.\data\deep_pcb_tangsali5201\group90100/90100/90100010_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100010_temp.jpg;group90100;496;128;523;187;4
1120;.\data\deep_pcb_tangsali5201\group90100/90100/90100010_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100010_temp.jpg;group90100;569;80;604;114;2
1121;.\data\deep_pcb_tangsali5201\group90100/90100/90100010_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100010_temp.jpg;group90100;279;17;325;58;5
1122;.\data\deep_pcb_tangsali5201\group90100/90100/90100010_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100010_temp.jpg;group90100;349;71;377;113;5
1123;.\data\deep_pcb_tangsali5201\group90100/90100/90100010_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100010_temp.jpg;group90100;181;175;216;228;6
1124;.\data\deep_pcb_tangsali5201\group90100/90100/90100010_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100010_temp.jpg;group90100;35;122;71;173;7
1125;.\data\deep_pcb_tangsali5201\group90100/90100/90100010_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100010_temp.jpg;group90100;543;398;577;455;3
1126;.\data\deep_pcb_tangsali5201\group90100/90100/90100010_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100010_temp.jpg;group90100;426;499;481;530;3
1127;.\data\deep_pcb_tangsali5201\group90100/90100/90100010_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100010_temp.jpg;group90100;541;552;599;596;4
1128;.\data\deep_pcb_tangsali5201\group90100/90100/90100011_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100011_temp.jpg;group90100;371;244;436;296;3
1129;.\data\deep_pcb_tangsali5201\group90100/90100/90100011_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100011_temp.jpg;group90100;312;554;352;581;3
1130;.\data\deep_pcb_tangsali5201\group90100/90100/90100011_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100011_temp.jpg;group90100;543;190;573;254;4
1131;.\data\deep_pcb_tangsali5201\group90100/90100/90100011_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100011_temp.jpg;group90100;544;145;605;209;4
1132;.\data\deep_pcb_tangsali5201\group90100/90100/90100011_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100011_temp.jpg;group90100;122;266;168;321;2
1133;.\data\deep_pcb_tangsali5201\group90100/90100/90100011_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100011_temp.jpg;group90100;80;61;121;112;2
1134;.\data\deep_pcb_tangsali5201\group90100/90100/90100011_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100011_temp.jpg;group90100;101;159;144;200;5
1135;.\data\deep_pcb_tangsali5201\group90100/90100/90100011_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100011_temp.jpg;group90100;327;65;361;102;6
1136;.\data\deep_pcb_tangsali5201\group90100/90100/90100011_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100011_temp.jpg;group90100;345;423;385;458;7
1137;.\data\deep_pcb_tangsali5201\group90100/90100/90100011_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100011_temp.jpg;group90100;522;456;552;492;7
1138;.\data\deep_pcb_tangsali5201\group90100/90100/90100012_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100012_temp.jpg;group90100;64;407;111;445;3
1139;.\data\deep_pcb_tangsali5201\group90100/90100/90100012_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100012_temp.jpg;group90100;115;78;199;137;3
1140;.\data\deep_pcb_tangsali5201\group90100/90100/90100012_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100012_temp.jpg;group90100;428;181;486;211;4
1141;.\data\deep_pcb_tangsali5201\group90100/90100/90100012_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100012_temp.jpg;group90100;398;43;430;108;4
1142;.\data\deep_pcb_tangsali5201\group90100/90100/90100012_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100012_temp.jpg;group90100;253;75;290;128;5
1143;.\data\deep_pcb_tangsali5201\group90100/90100/90100012_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100012_temp.jpg;group90100;473;411;509;454;6
1144;.\data\deep_pcb_tangsali5201\group90100/90100/90100012_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100012_temp.jpg;group90100;492;44;531;98;7
1145;.\data\deep_pcb_tangsali5201\group90100/90100/90100012_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100012_temp.jpg;group90100;599;63;622;155;4
1146;.\data\deep_pcb_tangsali5201\group90100/90100/90100012_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100012_temp.jpg;group90100;478;183;537;216;3
1147;.\data\deep_pcb_tangsali5201\group90100/90100/90100013_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100013_temp.jpg;group90100;70;258;181;390;3
1148;.\data\deep_pcb_tangsali5201\group90100/90100/90100013_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100013_temp.jpg;group90100;377;119;426;148;3
1149;.\data\deep_pcb_tangsali5201\group90100/90100/90100013_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100013_temp.jpg;group90100;382;262;434;292;4
1150;.\data\deep_pcb_tangsali5201\group90100/90100/90100013_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100013_temp.jpg;group90100;462;129;500;168;4
1151;.\data\deep_pcb_tangsali5201\group90100/90100/90100013_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100013_temp.jpg;group90100;271;74;317;117;2
1152;.\data\deep_pcb_tangsali5201\group90100/90100/90100013_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100013_temp.jpg;group90100;30;160;77;194;5
1153;.\data\deep_pcb_tangsali5201\group90100/90100/90100013_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100013_temp.jpg;group90100;281;162;325;203;6
1154;.\data\deep_pcb_tangsali5201\group90100/90100/90100013_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100013_temp.jpg;group90100;393;362;444;404;7
1155;.\data\deep_pcb_tangsali5201\group90100/90100/90100013_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100013_temp.jpg;group90100;553;60;604;108;7
1156;.\data\deep_pcb_tangsali5201\group90100/90100/90100014_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100014_temp.jpg;group90100;112;250;206;284;3
1157;.\data\deep_pcb_tangsali5201\group90100/90100/90100014_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100014_temp.jpg;group90100;373;467;449;541;3
1158;.\data\deep_pcb_tangsali5201\group90100/90100/90100014_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100014_temp.jpg;group90100;549;78;594;107;4
1159;.\data\deep_pcb_tangsali5201\group90100/90100/90100014_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100014_temp.jpg;group90100;488;336;548;362;4
1160;.\data\deep_pcb_tangsali5201\group90100/90100/90100014_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100014_temp.jpg;group90100;241;21;288;69;6
1161;.\data\deep_pcb_tangsali5201\group90100/90100/90100014_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100014_temp.jpg;group90100;399;69;431;141;7
1162;.\data\deep_pcb_tangsali5201\group90100/90100/90100014_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100014_temp.jpg;group90100;412;411;446;445;3
1163;.\data\deep_pcb_tangsali5201\group90100/90100/90100014_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100014_temp.jpg;group90100;552;260;577;288;3
1164;.\data\deep_pcb_tangsali5201\group90100/90100/90100014_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100014_temp.jpg;group90100;597;166;637;193;4
1165;.\data\deep_pcb_tangsali5201\group90100/90100/90100016_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100016_temp.jpg;group90100;147;359;209;412;3
1166;.\data\deep_pcb_tangsali5201\group90100/90100/90100016_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100016_temp.jpg;group90100;235;443;276;469;3
1167;.\data\deep_pcb_tangsali5201\group90100/90100/90100016_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100016_temp.jpg;group90100;293;371;325;414;4
1168;.\data\deep_pcb_tangsali5201\group90100/90100/90100016_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100016_temp.jpg;group90100;342;402;387;431;4
1169;.\data\deep_pcb_tangsali5201\group90100/90100/90100016_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100016_temp.jpg;group90100;306;569;336;604;3
1170;.\data\deep_pcb_tangsali5201\group90100/90100/90100016_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100016_temp.jpg;group90100;580;560;617;588;2
1171;.\data\deep_pcb_tangsali5201\group90100/90100/90100016_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100016_temp.jpg;group90100;174;288;212;327;5
1172;.\data\deep_pcb_tangsali5201\group90100/90100/90100016_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100016_temp.jpg;group90100;128;115;177;169;6
1173;.\data\deep_pcb_tangsali5201\group90100/90100/90100016_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100016_temp.jpg;group90100;421;432;457;483;7
1174;.\data\deep_pcb_tangsali5201\group90100/90100/90100017_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100017_temp.jpg;group90100;60;176;97;206;3
1175;.\data\deep_pcb_tangsali5201\group90100/90100/90100017_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100017_temp.jpg;group90100;84;268;120;295;4
1176;.\data\deep_pcb_tangsali5201\group90100/90100/90100017_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100017_temp.jpg;group90100;23;261;61;286;4
1177;.\data\deep_pcb_tangsali5201\group90100/90100/90100017_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100017_temp.jpg;group90100;131;79;171;104;2
1178;.\data\deep_pcb_tangsali5201\group90100/90100/90100017_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100017_temp.jpg;group90100;404;256;438;282;5
1179;.\data\deep_pcb_tangsali5201\group90100/90100/90100017_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100017_temp.jpg;group90100;588;394;627;455;7
1180;.\data\deep_pcb_tangsali5201\group90100/90100/90100017_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100017_temp.jpg;group90100;10;68;44;104;7
1181;.\data\deep_pcb_tangsali5201\group90100/90100/90100017_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100017_temp.jpg;group90100;295;9;330;39;2
1182;.\data\deep_pcb_tangsali5201\group90100/90100/90100018_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100018_temp.jpg;group90100;502;201;531;233;3
1183;.\data\deep_pcb_tangsali5201\group90100/90100/90100018_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100018_temp.jpg;group90100;18;92;66;119;4
1184;.\data\deep_pcb_tangsali5201\group90100/90100/90100018_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100018_temp.jpg;group90100;265;276;294;312;4
1185;.\data\deep_pcb_tangsali5201\group90100/90100/90100018_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100018_temp.jpg;group90100;288;252;327;284;2
1186;.\data\deep_pcb_tangsali5201\group90100/90100/90100018_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100018_temp.jpg;group90100;85;302;128;349;2
1187;.\data\deep_pcb_tangsali5201\group90100/90100/90100018_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100018_temp.jpg;group90100;588;212;627;243;5
1188;.\data\deep_pcb_tangsali5201\group90100/90100/90100018_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100018_temp.jpg;group90100;449;472;490;502;6
1189;.\data\deep_pcb_tangsali5201\group90100/90100/90100018_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100018_temp.jpg;group90100;36;498;61;535;7
1190;.\data\deep_pcb_tangsali5201\group90100/90100/90100019_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100019_temp.jpg;group90100;333;186;366;223;3
1191;.\data\deep_pcb_tangsali5201\group90100/90100/90100019_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100019_temp.jpg;group90100;357;86;404;112;3
1192;.\data\deep_pcb_tangsali5201\group90100/90100/90100019_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100019_temp.jpg;group90100;523;97;558;132;4
1193;.\data\deep_pcb_tangsali5201\group90100/90100/90100019_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100019_temp.jpg;group90100;594;97;626;136;4
1194;.\data\deep_pcb_tangsali5201\group90100/90100/90100019_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100019_temp.jpg;group90100;432;20;459;57;4
1195;.\data\deep_pcb_tangsali5201\group90100/90100/90100019_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100019_temp.jpg;group90100;201;131;236;165;2
1196;.\data\deep_pcb_tangsali5201\group90100/90100/90100019_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100019_temp.jpg;group90100;310;239;352;268;2
1197;.\data\deep_pcb_tangsali5201\group90100/90100/90100019_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100019_temp.jpg;group90100;349;417;387;448;5
1198;.\data\deep_pcb_tangsali5201\group90100/90100/90100019_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100019_temp.jpg;group90100;91;358;130;400;6
1199;.\data\deep_pcb_tangsali5201\group90100/90100/90100019_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100019_temp.jpg;group90100;220;143;288;216;7
1200;.\data\deep_pcb_tangsali5201\group90100/90100/90100020_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100020_temp.jpg;group90100;72;230;105;263;3
1201;.\data\deep_pcb_tangsali5201\group90100/90100/90100020_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100020_temp.jpg;group90100;470;198;512;252;3
1202;.\data\deep_pcb_tangsali5201\group90100/90100/90100020_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100020_temp.jpg;group90100;265;55;297;89;4
1203;.\data\deep_pcb_tangsali5201\group90100/90100/90100020_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100020_temp.jpg;group90100;153;69;178;112;4
1204;.\data\deep_pcb_tangsali5201\group90100/90100/90100020_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100020_temp.jpg;group90100;462;83;510;114;2
1205;.\data\deep_pcb_tangsali5201\group90100/90100/90100020_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100020_temp.jpg;group90100;438;481;475;514;2
1206;.\data\deep_pcb_tangsali5201\group90100/90100/90100020_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100020_temp.jpg;group90100;188;342;212;366;6
1207;.\data\deep_pcb_tangsali5201\group90100/90100/90100020_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100020_temp.jpg;group90100;138;399;169;431;7
1208;.\data\deep_pcb_tangsali5201\group90100/90100/90100021_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100021_temp.jpg;group90100;355;524;384;553;3
1209;.\data\deep_pcb_tangsali5201\group90100/90100/90100021_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100021_temp.jpg;group90100;354;411;385;452;4
1210;.\data\deep_pcb_tangsali5201\group90100/90100/90100021_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100021_temp.jpg;group90100;386;322;425;359;4
1211;.\data\deep_pcb_tangsali5201\group90100/90100/90100021_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100021_temp.jpg;group90100;174;357;206;392;5
1212;.\data\deep_pcb_tangsali5201\group90100/90100/90100021_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100021_temp.jpg;group90100;188;198;228;237;2
1213;.\data\deep_pcb_tangsali5201\group90100/90100/90100021_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100021_temp.jpg;group90100;114;333;142;367;7
1214;.\data\deep_pcb_tangsali5201\group90100/90100/90100021_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100021_temp.jpg;group90100;107;192;140;226;6
1215;.\data\deep_pcb_tangsali5201\group90100/90100/90100022_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100022_temp.jpg;group90100;515;360;555;396;3
1216;.\data\deep_pcb_tangsali5201\group90100/90100/90100022_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100022_temp.jpg;group90100;104;283;142;334;2
1217;.\data\deep_pcb_tangsali5201\group90100/90100/90100022_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100022_temp.jpg;group90100;260;175;291;206;6
1218;.\data\deep_pcb_tangsali5201\group90100/90100/90100022_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100022_temp.jpg;group90100;301;297;332;331;7
1219;.\data\deep_pcb_tangsali5201\group90100/90100/90100022_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100022_temp.jpg;group90100;157;225;190;258;5
1220;.\data\deep_pcb_tangsali5201\group90100/90100/90100022_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100022_temp.jpg;group90100;70;448;110;498;6
1221;.\data\deep_pcb_tangsali5201\group90100/90100/90100024_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100024_temp.jpg;group90100;166;395;194;436;3
1222;.\data\deep_pcb_tangsali5201\group90100/90100/90100024_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100024_temp.jpg;group90100;67;288;107;336;4
1223;.\data\deep_pcb_tangsali5201\group90100/90100/90100024_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100024_temp.jpg;group90100;279;435;313;468;2
1224;.\data\deep_pcb_tangsali5201\group90100/90100/90100024_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100024_temp.jpg;group90100;194;535;230;573;5
1225;.\data\deep_pcb_tangsali5201\group90100/90100/90100024_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100024_temp.jpg;group90100;115;557;146;587;7
1226;.\data\deep_pcb_tangsali5201\group90100/90100/90100024_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100024_temp.jpg;group90100;222;199;268;246;6
1227;.\data\deep_pcb_tangsali5201\group90100/90100/90100025_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100025_temp.jpg;group90100;250;165;280;193;3
1228;.\data\deep_pcb_tangsali5201\group90100/90100/90100025_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100025_temp.jpg;group90100;161;246;199;283;2
1229;.\data\deep_pcb_tangsali5201\group90100/90100/90100025_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100025_temp.jpg;group90100;70;306;104;340;2
1230;.\data\deep_pcb_tangsali5201\group90100/90100/90100025_test.jpg;.\data\deep_pcb_tangsali5201\group90100/90100/90100025_temp.jpg;group90100;464;383;499;431;2
